source,target,weight
anne-hathaway,keith-urban,351185
dua-lipa,lea-michele,351185
jared-leto,keith-urban,351185
kate-moss,keith-urban,351185
eva-herzigova,gigi-hadid,351182
elle-fanning,michael-fassbender,351181
alicia-vikander,jude-law,351180
adriana-lima,cate-blanchett,351176
eva-herzigova,kirsten-dunst,351174
dua-lipa,helen-mirren,351174
cate-blanchett,eva-herzigova,351172
alicia-vikander,cannes-film-festival,351172
eva-herzigova,julianne-moore,351172
alexa-chung,leonardo-dicaprio,351169
eva-herzigova,marion-cotillard,351166
charlotte-casiraghi,marion-cotillard,351160
alexa-chung,jude-law,351159
kate-beckinsale,leonardo-dicaprio,351158
kirsten-dunst,lily-rose-depp,351158
charlotte-casiraghi,irina-shayk,351157
jude-law,marion-cotillard,351157
alicia-vikander,dua-lipa,351154
harrison-ford,michael-fassbender,351152
alessandra-ambrosio,dua-lipa,351150
alexa-chung,charlotte-casiraghi,351146
catherine-zeta-jones,jude-law,351145
adriana-lima,eva-herzigova,351143
adriana-lima,jude-law,351142
alessandra-ambrosio,jude-law,351142
alexa-chung,eva-herzigova,351142
julianne-moore,kate-beckinsale,351140
alicia-vikander,catherine-zeta-jones,351140
irina-shayk,johnny-depp,351139
gigi-hadid,helen-mirren,351137
helen-mirren,johnny-depp,351137
catherine-zeta-jones,kate-beckinsale,351134
cate-blanchett,lily-rose-depp,351134
irina-shayk,kirsten-dunst,351132
adriana-lima,leonardo-dicaprio,351132
charlotte-casiraghi,kate-beckinsale,351129
charlotte-casiraghi,leonardo-dicaprio,351129
helen-mirren,irina-shayk,351129
eva-herzigova,lily-rose-depp,351128
charlotte-casiraghi,dua-lipa,351127
elle-fanning,harrison-ford,351126
alexa-chung,helen-mirren,351125
alessandra-ambrosio,charlotte-casiraghi,351125
eva-herzigova,leonardo-dicaprio,351125
alicia-vikander,charlotte-casiraghi,351124
alicia-vikander,elle-fanning,351124
cannes-film-festival,michael-fassbender,351123
charlotte-casiraghi,lily-rose-depp,351123
alessandra-ambrosio,catherine-zeta-jones,351123
leonardo-dicaprio,mia-wasikowska,351123
alicia-vikander,helen-mirren,351123
jude-law,kirsten-dunst,351122
eva-herzigova,kate-beckinsale,351122
alicia-vikander,irina-shayk,351121
julianne-moore,mia-wasikowska,351120
catherine-zeta-jones,johnny-depp,351119
alessandra-ambrosio,johnny-depp,351119
dua-lipa,jude-law,351118
cannes-film-festival,mia-wasikowska,351117
elle-fanning,eva-herzigova,351116
elle-fanning,kate-beckinsale,351116
alessandra-ambrosio,helen-mirren,351113
catherine-zeta-jones,gigi-hadid,351112
elle-fanning,jude-law,351111
kirsten-dunst,michael-fassbender,351110
charlotte-casiraghi,johnny-depp,351110
charlotte-casiraghi,gigi-hadid,351109
catherine-zeta-jones,dua-lipa,351109
adriana-lima,charlotte-casiraghi,351108
charlotte-casiraghi,eva-herzigova,351108
helen-mirren,mia-wasikowska,351108
helen-mirren,lily-rose-depp,351108
harrison-ford,jennifer-lawrence,351107
charlotte-casiraghi,jude-law,351107
harrison-ford,marion-cotillard,351106
adriana-lima,johnny-depp,351105
charlotte-casiraghi,elle-fanning,351105
dua-lipa,eva-herzigova,351102
catherine-zeta-jones,michael-fassbender,351102
harrison-ford,julianne-moore,351102
lily-rose-depp,michael-fassbender,351102
catherine-zeta-jones,kirsten-dunst,351102
adriana-lima,mia-wasikowska,351102
adriana-lima,michael-fassbender,351102
catherine-zeta-jones,lily-rose-depp,351102
charlotte-casiraghi,harrison-ford,351102
catherine-zeta-jones,harrison-ford,351102
catherine-zeta-jones,mia-wasikowska,351102
eva-herzigova,harrison-ford,351102
kate-beckinsale,mia-wasikowska,351102
catherine-zeta-jones,marion-cotillard,351102
alessandra-ambrosio,michael-fassbender,351102
dua-lipa,kirsten-dunst,351102
dua-lipa,harrison-ford,351102
dua-lipa,johnny-depp,351102
harrison-ford,mia-wasikowska,351102
irina-shayk,michael-fassbender,351102
alessandra-ambrosio,mia-wasikowska,351102
dua-lipa,leonardo-dicaprio,351102
cate-blanchett,charlotte-casiraghi,351102
helen-mirren,michael-fassbender,351102
alessandra-ambrosio,harrison-ford,351102
alicia-vikander,mia-wasikowska,351102
alexa-chung,catherine-zeta-jones,351102
eva-herzigova,jude-law,351102
eva-herzigova,jennifer-lawrence,351102
dua-lipa,michael-fassbender,351102
catherine-zeta-jones,charlotte-casiraghi,351102
irina-shayk,mia-wasikowska,351102
charlotte-casiraghi,michael-fassbender,351102
jude-law,mia-wasikowska,351102
alexa-chung,harrison-ford,351102
charlotte-casiraghi,mia-wasikowska,351102
harrison-ford,lily-rose-depp,351102
lily-rose-depp,mia-wasikowska,351102
eva-herzigova,helen-mirren,351102
helen-mirren,kate-beckinsale,351102
adriana-lima,catherine-zeta-jones,351102
charlotte-casiraghi,julianne-moore,351102
catherine-zeta-jones,eva-herzigova,351102
catherine-zeta-jones,leonardo-dicaprio,351102
charlotte-casiraghi,helen-mirren,351102
dua-lipa,mia-wasikowska,351102
alicia-vikander,harrison-ford,351102
jude-law,kate-beckinsale,351102
adriana-lima,harrison-ford,351102
cate-blanchett,dua-lipa,351102
alexa-chung,michael-fassbender,351102
charlotte-casiraghi,kirsten-dunst,351102
charlotte-casiraghi,jennifer-lawrence,351102
eva-herzigova,mia-wasikowska,351102
gigi-hadid,mia-wasikowska,351102
kate-beckinsale,michael-fassbender,351102
eva-herzigova,johnny-depp,351102
harrison-ford,kirsten-dunst,351102
harrison-ford,kate-beckinsale,351102
kate-beckinsale,kirsten-dunst,351102
curly-hair,hair,351000
diet,instagram,350925
anna-wintour,met-gala,350915
books,instagram,350858
alberto-de-monaco,beatrice-borromeo,350713
givenchy,makeup,350696
dior,meghan-markle,350626
chloe,louis-vuitton,350617
calvin-klein,chanel,350562
brad-pitt,margot-robbie,350557
fendi,hermes,350554
alexander-mcqueen,fendi,350498
gwyneth-paltrow,jennifer-aniston,350448
jennifer-lopez,kristen-stewart,350284
alexander-mcqueen,bottega-veneta,350268
cannes-film-festival,met-gala,350265
children,parents,350263
apple,facebook,350098
app,facebook,350037
chloe,givenchy,350023
gigi-hadid,katy-perry,349942
fendi,karl-lagerfeld,349919
arts,furniture,349919
hairstyles,make-up,349901
burberry,fendi,349864
giorgio-armani,hermes,349851
gucci,jared-leto,349768
blake-lively,jennifer-lopez,349751
comedy,crime,349716
dior,mascara,349699
hair,hair-colors,349550
bradley-cooper,leonardo-dicaprio,349520
anne-hathaway,jennifer-lawrence,349488
jared-leto,lady-gaga,349403
books,hotels,349370
jennifer-aniston,kim-kardashian,349369
instagram,kim-kardashian,349355
andrew-garfield,kristen-stewart,349310
furniture,india,349310
alexander-mcqueen,burberry,349217
chloe,hermes,349205
alberta-ferretti,gucci,349198
alessandra-ambrosio,candice-swanepoel,349179
kendall-jenner,lady-gaga,349153
netflix-india,zee5,349085
blake-lively,justin-bieber,349003
beyonce-knowles,dua-lipa,348947
actors,cocktail,348936
blake-lively,kristen-stewart,348933
dsquared2,gucci,348923
alessandra-ambrosio,instagram,348910
gigi-hadid,gucci,348900
karl-lagerfeld,met-gala,348880
givenchy,kim-kardashian,348858
alexa-chung,emma-stone,348851
brad-pitt,david-beckham,348791
blake-lively,gigi-hadid,348737
bottega-veneta,hermes,348734
chanel,kate-moss,348690
gigi-hadid,lady-gaga,348678
bottega-veneta,christian-dior,348660
christian-dior,grace-kelly,348636
bella-hadid,kim-kardashian,348632
gigi-hadid,hairstyles,348628
instagram,kendall-jenner,348618
film-in-uscita,movie-to-see,348601
casual-wear,fashion,348588
cannes-film-festival,karl-lagerfeld,348579
chloe,christian-dior,348572
actors,india,348484
alexander-mcqueen,kate-moss,348449
givenchy,lancome,348445
bradley-cooper,christian-bale,348414
comedy,family,348404
alexander-mcqueen,christian-dior,348349
alexa-chung,emma-watson,348312
beauty,diet,348297
katy-perry,met-gala,348281
emma-stone,gwyneth-paltrow,348265
adriana-lima,doutzen-kroes,348258
cannes-film-festival,looks,348254
alicia-vikander,emma-stone,348253
carey-mulligan,lady-gaga,348213
gwyneth-paltrow,kim-kardashian,348206
letizia-ortiz,meghan-markle,348200
emma-stone,kate-bosworth,348190
kirsten-dunst,kristen-stewart,348187
emma-stone,emma-watson,348178
dua-lipa,madonna,348164
alexa-chung,gwyneth-paltrow,348163
adidas,kanye-west,348154
dsquared2,fendi,348134
chanel,makeup,348118
carey-mulligan,gucci,348108
carey-mulligan,jared-leto,348088
gucci,hollywood,348086
healthy-power,power-supply,348082
elle-fanning,kristen-stewart,348070
film-in-lavorazione,films,348051
emma-stone,kristen-stewart,348045
beyonce-knowles,blake-lively,348037
alexa-chung,blake-lively,348023
hairstyles,kendall-jenner,348004
fendi,jeans,347978
anna-wintour,lady-gaga,347934
blake-lively,gwyneth-paltrow,347892
beyonce-knowles,kim-kardashian,347882
cruises,india,347879
kate-moss,louis-vuitton,347874
gay,lgbtq+,347838
alexa-chung,kate-bosworth,347807
alessandra-ambrosio,doutzen-kroes,347801
kim-kardashian,lady-gaga,347798
lady-gaga,met-gala,347770
gigi-hadid,met-gala,347770
doutzen-kroes,kate-moss,347743
jeans,looks,347728
anna-wintour,kate-moss,347715
calvin-klein,gucci,347708
dresses,jackets,347686
gigi-hadid,instagram,347681
leonardo-dicaprio,margot-robbie,347679
katy-perry,kendall-jenner,347651
bella-hadid,cara-delevingne,347645
diesel,india,347642
calvin-klein,givenchy,347608
givenchy,jeans,347604
adriana-lima,kate-moss,347586
adidas,dior,347580
films,leonardo-dicaprio,347568
curly-hair,hairstyles,347538
calvin-klein,louis-vuitton,347533
beauty,hairstyles,347516
anna-wintour,jared-leto,347503
kristen-stewart,lady-gaga,347459
instagram,leonardo-dicaprio,347440
emma-watson,gwyneth-paltrow,347417
dior,kate-moss,347395
alberta-ferretti,chanel,347388
calvin-klein,jeans,347342
books,libri-in-uscita,347300
amber-heard,johnny-depp,347296
amanda-seyfried,givenchy,347292
hollywood,hotels,347256
blake-lively,emma-watson,347253
candice-swanepoel,kate-moss,347244
candice-swanepoel,doutzen-kroes,347235
cannes-film-festival,movie-to-see,347220
makeup,marriage,347193
adidas,india,347190
donald-trump,melania-trump,347183
burberry,christian-dior,347149
design,interviews,347121
diet,lose-weight,347119
apple,hotels,347086
beauty,furniture,347083
emma-stone,jennifer-lopez,347065
chanel,kendall-jenner,347062
ben-affleck,leonardo-dicaprio,347049
blake-lively,gucci,347047
christian-bale,leonardo-dicaprio,347044
app,instagram,347029
auto,beauty,347015
kim-kardashian,madonna,347001
dior,kim-kardashian,347001
ben-affleck,bradley-cooper,346993
beyonce-knowles,kate-middleton,346982
bella-hadid,emily-ratajkowski,346978
bradley-cooper,lady-gaga,346975
katy-perry,kim-kardashian,346966
arts,auto,346910
angelina-jolie,emma-stone,346909
actors,interviews,346898
beyonce-knowles,gwyneth-paltrow,346897
chanel,dsquared2,346893
alexa-chung,kate-middleton,346858
bradley-cooper,hugh-jackman,346857
burberry,giorgio-armani,346816
blake-lively,kate-middleton,346815
chanel,lady-gaga,346806
beyonce-knowles,meghan-markle,346798
kate-moss,lara-stone,346795
kate-winslet,leonardo-dicaprio,346777
books,chanel,346769
hugh-jackman,leonardo-dicaprio,346764
bradley-cooper,david-beckham,346763
doutzen-kroes,irina-shayk,346754
beauty,hotels,346730
blake-lively,kate-bosworth,346729
hairstyles,marriage,346677
couples,marriage,346664
angelina-jolie,emma-watson,346643
actors,instagram,346638
blake-lively,meghan-markle,346623
alexa-chung,beyonce-knowles,346621
women,work,346614
instagram,internet,346596
dakota-johnson,gwyneth-paltrow,346592
angelina-jolie,blake-lively,346588
design,fendi,346529
gucci,kendall-jenner,346525
chiara-ferragni,christian-dior,346514
gucci,met-gala,346504
blake-lively,cara-delevingne,346498
david-beckham,hugh-jackman,346478
calvin-klein,christian-dior,346477
beyonce-knowles,emma-stone,346454
chiara-ferragni,gigi-hadid,346446
donald-trump,india,346426
dakota-johnson,emma-stone,346421
ben-affleck,david-beckham,346418
andrew-garfield,emma-stone,346412
kim-kardashian,met-gala,346403
football,soccer-players,346402
gucci,harry-styles,346396
brad-pitt,george-clooney,346394
angelina-jolie,gwyneth-paltrow,346380
ben-affleck,christian-bale,346373
comedy,thriller,346372
kim-kardashian,louis-vuitton,346371
chanel,lily-rose-depp,346335
hugh-jackman,jude-law,346322
anne-hathaway,leonardo-dicaprio,346317
gucci,kate-moss,346316
power-supply,welfare,346306
gay,movie-to-see,346304
burberry,jeans,346299
christian-bale,hugh-jackman,346297
cameron-diaz,emma-stone,346295
emma-stone,michael-fassbender,346293
christian-dior,kristen-stewart,346275
kaia-gerber,kendall-jenner,346253
brad-pitt,hollywood,346251
bottega-veneta,givenchy,346236
emma-stone,kate-middleton,346236
cannes-film-festival,lgbtq+,346225
amanda-seyfried,blake-lively,346221
lgbtq+,movie-to-see,346215
beyonce-knowles,emma-watson,346212
bradley-cooper,jennifer-lawrence,346209
hair-colors,hairstyles,346207
ben-affleck,hugh-jackman,346204
cannes-film-festival,gay,346199
brad-pitt,jamie-dornan,346195
alexa-chung,amanda-seyfried,346189
alexa-chung,dakota-johnson,346184
diesel,hermes,346180
david-beckham,jon-hamm,346165
angelina-jolie,beyonce-knowles,346165
gisele-bundchen,instagram,346147
diesel,gucci,346146
angelina-jolie,kate-middleton,346144
jennifer-lopez,kendall-jenner,346127
bottega-veneta,giorgio-armani,346123
beyonce-knowles,kate-bosworth,346111
blake-lively,kim-kardashian,346097
anne-hathaway,hair,346070
cannes-film-festival,films,346068
halle-berry,kristen-stewart,346062
auto,furniture,346061
leonardo-dicaprio,martin-scorsese,346057
bella-hadid,kate-moss,346053
bradley-cooper,jude-law,346052
adrien-brody,christian-bale,346047
christian-bale,david-beckham,346044
christian-dior,elle-fanning,346034
david-beckham,jude-law,346034
instagram,louis-vuitton,346026
irina-shayk,kate-moss,346019
ben-affleck,jude-law,346003
amanda-seyfried,emma-watson,345993
audrey-hepburn,dior,345992
adrien-brody,hugh-jackman,345989
alexander-mcqueen,beauty,345986
anne-hathaway,beauty,345983
adriana-lima,gisele-bundchen,345967
doutzen-kroes,gigi-hadid,345966
blake-lively,letizia-ortiz,345958
bradley-cooper,ethan-hawke,345954
emma-stone,films,345950
ethan-hawke,leonardo-dicaprio,345940
dior,jennifer-lawrence,345933
christian-bale,ethan-hawke,345922
gucci,lancome,345917
diesel,jeans,345901
jennifer-lopez,met-gala,345868
clive-owen,leonardo-dicaprio,345868
adrien-brody,leonardo-dicaprio,345857
christian-bale,clive-owen,345853
chanel,kim-kardashian,345848
interviews,lgbtq+,345846
blake-lively,chanel,345844
alexa-chung,angelina-jolie,345831
emma-watson,meghan-markle,345822
adrien-brody,jude-law,345814
givenchy,kate-bosworth,345811
charlize-theron,jennifer-lawrence,345810
chanel,elle-fanning,345810
amanda-seyfried,kate-bosworth,345806
benicio-del-toro,leonardo-dicaprio,345805
instagram,photography,345805
christian-bale,jude-law,345801
chanel,mascara,345797
adrien-brody,benicio-del-toro,345797
benicio-del-toro,clive-owen,345795
beauty,jeans,345791
anna-wintour,gigi-hadid,345786
ethan-hawke,jude-law,345786
gucci,katy-perry,345783
adrien-brody,clive-owen,345782
clive-owen,jon-hamm,345782
benicio-del-toro,bradley-cooper,345776
christian-bale,jon-hamm,345775
burberry,india,345774
india,leonardo-dicaprio,345772
bruno-mars,justin-bieber,345767
bradley-cooper,jon-hamm,345767
benicio-del-toro,christian-bale,345767
ben-affleck,ethan-hawke,345765
amanda-seyfried,emma-stone,345764
hugh-jackman,jon-hamm,345763
david-beckham,ethan-hawke,345762
adrien-brody,bradley-cooper,345762
adrien-brody,david-beckham,345761
jon-hamm,leonardo-dicaprio,345761
benicio-del-toro,jude-law,345760
ben-affleck,benicio-del-toro,345760
adrien-brody,ben-affleck,345760
adrien-brody,jon-hamm,345759
alicia-vikander,blake-lively,345756
ben-affleck,clive-owen,345754
benicio-del-toro,hugh-jackman,345754
clive-owen,jude-law,345754
benicio-del-toro,jon-hamm,345754
clive-owen,hugh-jackman,345754
ethan-hawke,hugh-jackman,345754
clive-owen,ethan-hawke,345754
clive-owen,david-beckham,345754
jon-hamm,jude-law,345754
bradley-cooper,clive-owen,345754
ben-affleck,jon-hamm,345754
adrien-brody,ethan-hawke,345754
benicio-del-toro,ethan-hawke,345754
ethan-hawke,jon-hamm,345754
benicio-del-toro,david-beckham,345754
gwyneth-paltrow,kate-bosworth,345743
alicia-vikander,andrew-garfield,345740
emma-watson,kate-middleton,345736
ben-affleck,emma-stone,345735
alexander-mcqueen,kate-middleton,345731
gwyneth-paltrow,kate-middleton,345731
kate-moss,madonna,345725
alessandra-ambrosio,kendall-jenner,345720
hairstyles,lady-gaga,345718
carolina-de-monaco,charlotte-casiraghi,345714
gwyneth-paltrow,letizia-ortiz,345698
dior,karl-lagerfeld,345695
anna-wintour,anne-hathaway,345689
emma-watson,jennifer-lawrence,345684
javier-bardem,kristen-stewart,345660
andrew-garfield,javier-bardem,345638
diesel,givenchy,345628
carey-mulligan,kendall-jenner,345626
jared-leto,leonardo-dicaprio,345616
lovers-of-stars,sons-of-stars,345612
alexa-chung,meghan-markle,345604
emma-watson,kate-bosworth,345595
apple,design,345589
dakota-johnson,emma-watson,345586
bottega-veneta,diesel,345574
kirsten-dunst,lady-gaga,345571
kate-moss,lady-gaga,345571
kim-kardashian,liv-tyler,345566
givenchy,india,345564
dior,hairstyles,345563
kristen-stewart,margot-robbie,345563
cruises,hotels,345555
alicia-vikander,jennifer-lopez,345554
katy-perry,liam-hemsworth,345552
christian-dior,hermes,345547
bottega-veneta,calvin-klein,345537
hollywood,leonardo-dicaprio,345529
adidas,demi-moore,345526
calvin-klein,fendi,345514
kate-bosworth,kate-middleton,345511
emma-watson,kristen-stewart,345510
ben-affleck,blake-lively,345509
ben-affleck,kristen-stewart,345502
bottega-veneta,chloe,345489
candice-swanepoel,irina-shayk,345487
amanda-seyfried,gwyneth-paltrow,345485
gwyneth-paltrow,meghan-markle,345485
justin-bieber,leonardo-dicaprio,345480
bruno-mars,madonna,345469
chanel,diesel,345467
audrey-hepburn,kate-moss,345455
anna-wintour,kim-kardashian,345455
jennifer-lopez,kate-moss,345441
